,value
533,0
534,1
535,0
536,1
537,0
538,0
539,1
540,1
541,0
542,1
543,1
544,1
545,0
546,1
547,1
548,1
549,0
550,1
551,1
552,0
553,0
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,0
563,1
564,1
565,0
566,1
567,1
568,1
569,0
570,0
571,1
572,1
573,1
574,1
575,0
576,0
577,0
578,1
579,1
580,1
581,0
582,1
583,0
584,1
585,1
586,1
587,1
588,1
589,0
590,1
591,0
592,0
593,0
594,1
595,1
596,0
597,0
598,0
599,1
600,1
601,0
602,1
603,0
604,0
605,1
606,0
607,0
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,0
616,0
617,1
618,1
619,1
620,1
621,0
622,1
623,0
624,0
625,1
626,0
627,1
628,0
629,1
630,1
631,1
632,0
633,0
634,0
635,1
636,0
637,0
638,1
639,1
640,1
641,0
642,0
643,1
644,1
645,0
646,1
647,1
648,0
649,0
650,1
651,0
652,0
653,1
654,1
655,0
656,0
657,1
658,1
659,1
660,1
661,0
662,0
663,1
664,0
665,1
666,1
667,0
668,0
669,0
670,1
671,0
672,1
673,0
674,1
675,1
676,0
677,0
678,1
679,0
680,0
681,0
682,0
683,0
684,1
685,0
686,0
687,0
688,0
689,1
690,1
691,1
692,0
693,1
694,0
695,0
696,1
697,0
698,0
699,0
700,1
701,1
702,1
703,0
704,1
705,1
706,1
707,1
708,1
709,0
710,1
711,0
712,1
713,1
714,1
715,1
716,0
717,0
718,0
719,1
720,0
721,0
722,1
723,1
724,1
725,1
726,0
727,1
728,0
729,0
730,1
731,0
732,0
733,1
734,0
735,0
736,0
737,1
738,0
739,0
740,0
741,1
742,1
743,1
744,0
745,1
746,1
747,0
748,0
749,0
750,1
751,1
752,1
753,1
754,0
755,0
756,0
757,1
758,1
759,1
760,0
761,1
762,1
763,0
764,0
765,1
766,1
767,1
768,0
769,0
770,1
771,0
772,1
773,1
774,0
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,0
787,1
788,0
789,0
790,0
791,1
792,0
793,1
794,0
795,0
796,1
797,0
798,0
799,1
800,1
801,0
802,0
803,0
804,0
805,0
806,1
807,0
808,0
809,0
810,1
811,0
812,1
813,1
814,0
815,0
816,1
817,1
818,1
819,0
820,0
821,1
822,0
823,1
824,1
825,1
826,0
827,0
828,1
829,1
830,0
831,1
832,0
833,1
834,0
835,1
836,1
837,0
838,0
839,0
840,0
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,0
851,1
852,1
853,1
854,0
855,0
856,1
857,0
858,1
859,0
860,0
861,1
862,1
863,1
864,1
865,0
866,0
867,0
868,0
869,1
870,0
871,0
872,0
873,1
874,0
875,1
876,1
877,0
878,1
879,0
880,0
881,1
882,1
883,1
884,0
885,0
886,1
887,1
888,0
889,1
890,0
891,1
892,1
893,1
894,1
895,1
896,0
897,1
898,1
899,1
900,1
901,0
902,0
903,1
904,0
905,0
906,0
907,1
908,0
909,0
910,1
911,0
912,1
913,1
914,0
915,1
916,1
917,0
918,1
919,1
920,1
921,0
922,1
923,1
924,0
925,1
926,1
927,0
928,1
929,1
930,0
931,1
932,0
933,0
934,1
935,1
936,1
937,1
938,0
939,1
940,0
941,0
942,1
943,1
944,0
945,0
946,1
947,0
948,1
949,0
950,0
951,1
952,1
953,0
954,1
955,1
956,1
957,0
958,1
959,1
960,0
961,1
962,0
963,0
964,0
965,1
966,1
967,1
968,1
969,1
970,1
971,0
972,1
973,1
974,1
975,0
976,0
977,0
978,0
979,1
980,1
981,1
982,0
983,1
984,0
985,1
986,1
987,1
988,0
989,0
990,1
991,1
992,1
993,0
994,1
995,0
996,0
997,0
998,1
999,0
1000,0
