,value
533,0
534,0
535,1
536,1
537,0
538,1
539,0
540,0
541,1
542,1
543,0
544,1
545,1
546,1
547,0
548,1
549,1
550,0
551,0
552,0
553,1
554,0
555,1
556,1
557,1
558,0
559,1
560,0
561,0
562,0
563,1
564,0
565,0
566,1
567,1
568,0
569,0
570,0
571,0
572,0
573,1
574,1
575,0
576,1
577,0
578,0
579,1
580,0
581,1
582,0
583,0
584,1
585,0
586,1
587,1
588,0
589,0
590,1
591,1
592,1
593,1
594,0
595,0
596,1
597,0
598,1
599,0
600,1
601,0
602,1
603,0
604,1
605,0
606,1
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,1
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,1
624,1
625,0
626,0
627,0
628,0
629,1
630,0
631,0
632,1
633,0
634,1
635,1
636,0
637,0
638,1
639,0
640,0
641,1
642,0
643,0
644,1
645,0
646,0
647,1
648,1
649,0
650,0
651,1
652,1
653,0
654,1
655,1
656,1
657,1
658,1
659,0
660,0
661,1
662,0
663,1
664,1
665,1
666,1
667,1
668,0
669,1
670,1
671,0
672,1
673,1
674,0
675,1
676,1
677,0
678,1
679,0
680,1
681,0
682,1
683,1
684,1
685,0
686,0
687,1
688,1
689,1
690,0
691,0
692,0
693,1
694,0
695,1
696,1
697,0
698,1
699,1
700,1
701,1
702,0
703,1
704,0
705,1
706,0
707,0
708,1
709,0
710,1
711,1
712,1
713,0
714,0
715,0
716,1
717,1
718,0
719,1
720,1
721,1
722,0
723,1
724,0
725,1
726,1
727,0
728,0
729,1
730,0
731,1
732,1
733,1
734,1
735,1
736,1
737,0
738,1
739,0
740,1
741,1
742,1
743,1
744,1
745,0
746,1
747,1
748,0
749,0
750,1
751,0
752,1
753,0
754,0
755,1
756,1
757,0
758,0
759,0
760,1
761,1
762,1
763,0
764,0
765,0
766,1
767,0
768,1
769,0
770,1
771,1
772,0
773,1
774,1
775,1
776,1
777,0
778,0
779,1
780,0
781,1
782,1
783,0
784,1
785,0
786,0
787,0
788,0
789,0
790,1
791,1
792,1
793,1
794,1
795,0
796,0
797,1
798,1
799,1
800,1
801,1
802,1
803,0
804,0
805,0
806,0
807,1
808,1
809,0
810,1
811,0
812,1
813,1
814,1
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,1
823,1
824,0
825,0
826,0
827,1
828,0
829,0
830,1
831,0
832,1
833,0
834,1
835,0
836,1
837,1
838,0
839,1
840,0
841,1
842,1
843,0
844,1
845,0
846,0
847,1
848,0
849,0
850,1
851,0
852,1
853,0
854,1
855,1
856,0
857,1
858,1
859,1
860,0
861,0
862,0
863,1
864,0
865,0
866,1
867,0
868,0
869,0
870,1
871,1
872,1
873,0
874,0
875,0
876,1
877,0
878,1
879,1
880,0
881,0
882,1
883,0
884,1
885,0
886,1
887,1
888,0
889,1
890,0
891,1
892,1
893,0
894,0
895,0
896,1
897,1
898,1
899,1
900,1
901,0
902,0
903,0
904,1
905,0
906,0
907,1
908,0
909,1
910,1
911,0
912,0
913,1
914,1
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,1
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,1
931,1
932,1
933,1
934,0
935,0
936,0
937,1
938,1
939,1
940,0
941,1
942,0
943,0
944,0
945,1
946,1
947,0
948,1
949,0
950,0
951,1
952,1
953,1
954,0
955,0
956,1
957,1
958,1
959,0
960,0
961,0
962,0
963,1
964,1
965,0
966,1
967,0
968,1
969,0
970,1
971,1
972,1
973,0
974,1
975,0
976,1
977,0
978,0
979,0
980,0
981,1
982,1
983,0
984,0
985,0
986,0
987,0
988,0
989,1
990,0
991,0
992,1
993,1
994,0
995,0
996,1
997,0
998,0
999,1
1000,1
1001,1
1002,1
1003,0
1004,1
1005,1
1006,1
1007,0
1008,1
1009,0
1010,0
1011,0
1012,1
1013,1
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,1
1021,1
1022,1
1023,0
1024,1
1025,1
1026,0
1027,0
1028,0
1029,1
1030,0
1031,0
1032,1
1033,0
1034,1
1035,1
1036,0
1037,0
1038,1
1039,1
1040,0
1041,1
1042,1
1043,1
1044,1
1045,0
1046,0
1047,0
1048,1
1049,1
1050,1
1051,1
1052,0
1053,0
1054,0
1055,0
1056,1
1057,0
1058,1
1059,0
1060,0
1061,1
1062,1
1063,0
1064,1
1065,0
1066,1
1067,1
1068,1
1069,0
1070,1
1071,1
1072,0
1073,0
1074,1
1075,1
1076,1
1077,1
1078,0
1079,1
1080,0
1081,1
1082,0
1083,0
1084,1
1085,1
1086,1
1087,0
1088,0
1089,1
1090,0
1091,1
1092,0
1093,1
1094,0
1095,1
1096,1
1097,0
1098,1
1099,1
1100,1
1101,0
1102,1
1103,0
1104,0
1105,1
1106,0
1107,0
1108,1
1109,0
1110,0
1111,0
1112,1
1113,1
1114,0
1115,1
1116,0
1117,1
1118,0
1119,1
1120,0
1121,1
1122,0
1123,1
1124,0
1125,1
1126,0
1127,0
1128,0
1129,1
1130,1
1131,1
1132,0
1133,1
1134,0
1135,0
1136,1
1137,0
1138,1
1139,0
1140,1
1141,1
1142,1
1143,1
1144,0
1145,1
1146,1
1147,1
1148,1
1149,1
1150,0
1151,1
1152,1
1153,0
1154,1
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,1
1166,0
1167,1
1168,0
1169,1
1170,0
1171,1
1172,1
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,0
1180,1
1181,1
1182,0
1183,1
1184,0
1185,1
1186,1
1187,0
1188,1
1189,0
1190,0
1191,1
1192,1
1193,0
1194,0
1195,0
1196,1
1197,0
1198,1
1199,0
1200,1
1201,0
1202,0
1203,1
1204,0
1205,1
1206,1
1207,1
1208,0
1209,0
1210,0
1211,0
1212,1
1213,1
1214,1
1215,0
1216,1
1217,0
1218,0
1219,0
1220,0
1221,0
1222,1
1223,1
1224,0
1225,0
1226,0
1227,1
1228,0
1229,0
1230,0
1231,0
1232,1
1233,1
1234,1
1235,1
1236,0
1237,0
1238,1
1239,0
1240,1
1241,0
1242,0
1243,1
1244,0
1245,1
1246,0
1247,1
1248,0
1249,1
1250,0
1251,0
1252,1
1253,1
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,0
1261,1
1262,0
1263,1
1264,1
1265,1
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,1
1273,0
1274,0
1275,0
1276,1
1277,1
1278,1
1279,1
1280,1
1281,0
1282,1
1283,1
1284,0
1285,1
1286,1
1287,0
1288,1
1289,1
1290,0
1291,0
1292,0
1293,0
1294,1
1295,0
1296,0
1297,1
1298,0
1299,1
1300,0
1301,1
1302,1
1303,0
1304,1
1305,1
1306,0
1307,0
1308,1
1309,0
1310,0
1311,0
1312,1
1313,1
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,1
1323,0
1324,1
1325,1
1326,0
1327,0
1328,1
1329,1
1330,1
1331,0
1332,1
1333,0
1334,0
1335,0
1336,1
1337,0
1338,0
1339,0
1340,1
1341,1
1342,0
1343,0
1344,0
1345,1
1346,0
1347,0
1348,0
1349,1
1350,0
1351,0
1352,1
1353,0
1354,1
1355,0
1356,1
1357,0
1358,1
1359,0
1360,0
1361,0
1362,1
1363,1
1364,1
1365,0
1366,1
1367,1
1368,0
1369,1
1370,1
1371,1
1372,0
1373,0
1374,1
1375,0
1376,0
1377,1
1378,1
1379,1
1380,0
1381,0
1382,1
1383,1
1384,1
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,1
1393,1
1394,1
1395,0
1396,1
1397,0
1398,0
1399,0
1400,0
1401,0
1402,1
1403,0
1404,0
1405,1
1406,1
1407,1
1408,1
1409,1
1410,1
1411,0
1412,1
1413,0
1414,1
1415,1
1416,1
1417,0
1418,1
1419,1
1420,0
1421,0
1422,0
1423,1
1424,0
1425,0
1426,0
1427,0
1428,1
1429,1
1430,1
1431,1
1432,0
1433,0
1434,0
1435,1
1436,1
1437,1
1438,0
1439,0
1440,0
1441,1
1442,1
1443,1
1444,0
1445,1
1446,1
1447,0
1448,1
1449,1
1450,1
1451,1
1452,0
1453,1
1454,0
1455,1
1456,0
1457,0
1458,0
1459,1
1460,0
1461,0
1462,1
1463,1
1464,0
1465,0
1466,0
1467,1
1468,0
1469,0
1470,1
1471,1
1472,0
1473,1
1474,1
1475,1
1476,0
1477,0
1478,0
1479,1
1480,0
1481,0
1482,1
1483,1
1484,0
1485,0
1486,1
1487,0
1488,0
1489,0
1490,0
1491,0
1492,1
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,1
1500,1
1501,1
1502,1
1503,0
1504,0
1505,0
1506,0
1507,0
1508,1
1509,0
1510,0
1511,1
1512,0
1513,0
1514,1
1515,1
1516,1
1517,0
1518,0
1519,1
1520,0
1521,1
1522,0
1523,1
1524,1
1525,0
1526,1
1527,1
1528,1
1529,0
1530,0
1531,0
1532,1
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,1
1540,1
1541,0
1542,0
1543,1
1544,0
1545,0
1546,0
1547,1
1548,0
1549,1
1550,0
1551,0
1552,1
1553,0
1554,0
1555,1
1556,1
1557,0
1558,1
1559,1
1560,1
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,1
1570,0
1571,0
1572,1
1573,1
1574,0
1575,1
1576,0
1577,0
1578,0
1579,0
1580,1
1581,0
1582,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,1
1591,1
1592,0
1593,0
1594,1
1595,1
1596,0
1597,0
1598,1
1599,0
1600,0
1601,1
1602,0
1603,1
1604,1
1605,1
1606,0
1607,1
1608,0
1609,0
1610,0
1611,0
1612,1
1613,0
1614,1
1615,1
1616,0
1617,1
1618,0
1619,1
1620,0
1621,1
1622,0
1623,0
1624,0
1625,0
1626,1
1627,0
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,0
1635,0
1636,0
1637,1
1638,1
1639,0
1640,0
1641,0
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,0
1651,1
1652,0
1653,1
1654,0
1655,1
1656,0
1657,1
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,1
1667,0
1668,1
1669,0
1670,0
1671,1
1672,1
1673,0
1674,1
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,1
1682,0
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,1
1690,1
1691,0
1692,0
1693,1
1694,0
1695,0
1696,0
1697,0
1698,1
1699,1
1700,1
1701,1
1702,0
1703,0
1704,0
1705,0
1706,1
1707,0
1708,0
1709,1
1710,0
1711,0
1712,1
1713,0
1714,0
1715,1
1716,0
1717,1
1718,0
1719,1
1720,0
1721,0
1722,0
1723,0
1724,0
1725,1
1726,1
1727,0
1728,0
1729,0
1730,0
1731,1
1732,1
1733,1
1734,0
1735,0
1736,0
1737,1
1738,0
1739,1
1740,0
1741,1
1742,1
1743,0
1744,1
1745,1
1746,1
1747,0
1748,1
1749,0
1750,0
1751,1
1752,0
1753,1
1754,1
1755,0
1756,0
1757,1
1758,1
1759,1
1760,1
1761,1
1762,0
1763,1
1764,1
1765,0
1766,1
1767,1
1768,1
1769,0
1770,1
1771,0
1772,0
1773,1
1774,1
1775,0
1776,1
1777,1
1778,0
1779,1
1780,1
1781,0
1782,0
1783,1
1784,0
1785,0
1786,0
1787,0
1788,0
1789,1
1790,1
1791,1
1792,1
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,1
1800,0
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,1
1808,0
1809,0
1810,0
1811,0
1812,1
1813,1
1814,1
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,1
1826,0
1827,1
1828,0
1829,1
1830,0
1831,1
1832,0
1833,1
1834,1
1835,1
1836,1
1837,0
1838,0
1839,1
1840,0
1841,1
1842,0
1843,1
1844,0
1845,0
1846,0
1847,1
1848,1
1849,1
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,1
1857,1
1858,0
1859,1
1860,1
1861,1
1862,0
1863,0
1864,1
1865,0
1866,1
1867,1
1868,1
1869,0
1870,0
1871,0
1872,0
1873,0
1874,1
1875,1
1876,1
1877,0
1878,0
1879,1
1880,1
1881,0
1882,0
1883,1
1884,0
1885,1
1886,0
1887,0
1888,0
1889,0
1890,1
1891,0
1892,0
1893,1
1894,1
1895,1
1896,1
1897,0
1898,0
1899,0
1900,1
1901,1
1902,0
1903,1
1904,0
1905,0
1906,1
1907,1
1908,0
1909,0
1910,1
1911,0
1912,1
1913,1
1914,0
1915,0
1916,1
1917,0
1918,1
1919,0
1920,1
1921,0
1922,0
1923,0
1924,0
1925,1
1926,0
1927,1
1928,0
1929,0
1930,0
1931,1
1932,1
1933,0
1934,1
1935,0
1936,1
1937,1
1938,1
1939,0
1940,0
1941,0
1942,0
1943,1
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,1
1953,1
1954,0
1955,0
1956,1
1957,0
1958,1
1959,0
1960,0
1961,0
1962,1
1963,0
1964,1
1965,0
1966,1
1967,1
1968,1
1969,0
1970,1
1971,0
1972,1
1973,0
1974,0
1975,0
1976,1
1977,1
1978,0
1979,1
1980,1
1981,0
1982,1
1983,1
1984,1
1985,1
1986,0
1987,1
1988,0
1989,0
1990,1
1991,0
1992,0
1993,1
1994,1
1995,1
1996,0
1997,1
1998,1
1999,0
2000,1
2001,1
2002,1
2003,0
2004,1
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,0
2012,1
2013,1
2014,1
2015,0
2016,0
2017,1
2018,0
2019,0
2020,0
2021,1
2022,1
2023,0
2024,0
2025,0
2026,0
2027,1
2028,1
2029,1
2030,1
2031,1
2032,0
2033,0
2034,0
2035,0
2036,1
2037,1
2038,0
2039,1
2040,1
2041,0
2042,0
2043,1
2044,0
2045,0
2046,0
2047,1
2048,0
2049,1
2050,0
2051,1
2052,0
2053,1
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,1
2062,0
2063,0
2064,0
2065,1
2066,0
2067,1
2068,1
2069,1
2070,1
2071,0
2072,1
2073,1
2074,0
2075,1
2076,1
2077,1
2078,0
2079,1
2080,0
2081,1
2082,0
2083,1
2084,1
2085,0
2086,1
2087,1
2088,0
2089,0
2090,1
2091,0
2092,1
2093,1
2094,0
2095,0
2096,0
2097,0
2098,1
2099,0
2100,1
2101,1
2102,1
2103,0
2104,0
2105,0
2106,0
2107,1
2108,0
2109,1
2110,1
2111,1
2112,1
2113,0
2114,1
2115,0
2116,0
2117,0
2118,1
2119,0
2120,1
2121,1
2122,0
2123,1
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,1
2131,0
2132,1
2133,1
2134,0
2135,0
2136,0
2137,0
2138,1
2139,0
2140,0
2141,1
2142,1
2143,0
2144,0
2145,0
2146,1
2147,0
2148,1
2149,1
2150,0
2151,0
2152,1
2153,1
2154,0
2155,0
2156,1
2157,1
2158,0
2159,0
2160,0
2161,1
2162,1
2163,0
2164,1
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,1
2174,1
2175,1
2176,0
2177,0
2178,0
2179,1
2180,0
2181,0
2182,1
2183,0
2184,0
2185,1
2186,0
2187,0
2188,1
2189,0
2190,0
2191,1
2192,1
2193,0
2194,0
2195,1
2196,1
2197,1
2198,1
2199,0
2200,0
2201,0
2202,1
2203,1
2204,0
2205,0
2206,1
2207,0
2208,1
2209,0
2210,1
2211,0
2212,1
2213,0
2214,1
2215,0
2216,0
2217,0
2218,1
2219,0
2220,1
2221,0
2222,1
2223,1
2224,0
2225,1
2226,0
2227,1
2228,0
2229,0
2230,0
2231,0
2232,1
2233,0
2234,0
2235,0
2236,0
2237,0
2238,1
2239,1
2240,1
2241,0
2242,1
2243,1
2244,0
2245,0
2246,1
2247,1
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,0
2255,0
2256,1
2257,1
2258,1
2259,0
2260,0
2261,1
2262,0
2263,1
2264,0
2265,0
2266,0
2267,0
2268,0
2269,1
2270,0
2271,0
2272,1
2273,1
2274,1
2275,0
2276,0
2277,1
2278,1
2279,0
2280,1
2281,1
2282,0
2283,0
2284,0
2285,0
2286,1
2287,1
2288,0
2289,0
2290,1
2291,1
2292,0
2293,1
2294,1
2295,1
2296,1
2297,0
2298,0
2299,0
2300,1
2301,0
2302,1
2303,1
2304,1
2305,0
2306,1
2307,0
2308,0
2309,0
2310,0
2311,0
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,0
2319,1
2320,0
2321,0
2322,1
2323,1
2324,0
2325,0
2326,1
2327,1
2328,0
2329,0
2330,0
2331,1
2332,0
2333,1
2334,1
2335,1
2336,0
2337,1
2338,0
2339,1
2340,0
2341,0
2342,1
2343,0
2344,1
2345,0
2346,0
2347,0
2348,1
2349,1
2350,1
2351,1
2352,0
2353,0
2354,0
2355,0
2356,1
2357,0
2358,0
2359,1
2360,1
2361,0
2362,0
2363,1
2364,0
2365,0
2366,0
2367,1
2368,1
2369,1
2370,1
2371,0
2372,1
2373,0
2374,1
2375,1
2376,1
2377,1
2378,1
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,1
2387,1
2388,0
2389,1
2390,0
2391,1
2392,0
2393,1
2394,1
2395,0
2396,1
2397,0
2398,1
2399,1
2400,0
2401,1
2402,1
2403,0
2404,0
2405,0
2406,1
2407,1
2408,1
2409,1
2410,0
2411,0
2412,0
2413,1
2414,1
2415,1
2416,0
2417,0
2418,0
2419,0
2420,1
2421,0
2422,0
2423,0
2424,1
2425,0
2426,0
2427,1
2428,0
2429,0
2430,1
2431,0
2432,0
2433,1
2434,1
2435,0
2436,1
2437,0
2438,1
2439,1
2440,1
2441,0
2442,0
2443,0
2444,1
2445,1
2446,1
2447,1
2448,1
2449,0
2450,1
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,1
2460,0
2461,1
2462,1
2463,1
2464,0
2465,1
2466,0
2467,0
2468,1
2469,0
2470,1
2471,0
2472,1
2473,0
2474,0
2475,1
2476,0
2477,1
2478,0
2479,0
2480,1
2481,0
2482,1
2483,1
2484,1
2485,0
2486,0
2487,0
2488,0
2489,1
2490,1
2491,1
2492,1
2493,0
2494,0
2495,0
2496,1
2497,1
2498,1
2499,1
2500,0
2501,1
2502,0
2503,0
2504,0
2505,1
2506,0
2507,1
2508,1
2509,1
2510,1
2511,0
2512,1
2513,0
2514,0
2515,0
2516,1
2517,0
2518,0
2519,1
2520,0
2521,0
2522,0
2523,1
2524,1
2525,1
2526,0
2527,1
2528,1
2529,0
2530,1
2531,1
2532,0
2533,1
2534,0
2535,0
2536,1
2537,1
2538,0
2539,1
2540,0
2541,0
2542,0
2543,1
2544,1
2545,0
2546,0
2547,0
2548,1
2549,0
2550,1
2551,1
2552,0
2553,1
2554,1
2555,0
2556,0
2557,1
2558,0
2559,0
2560,0
2561,1
2562,1
2563,0
2564,0
2565,0
2566,1
2567,1
2568,1
2569,1
2570,0
2571,0
2572,0
2573,1
2574,0
2575,0
2576,1
2577,1
2578,1
2579,0
2580,0
2581,1
2582,1
2583,1
2584,1
2585,0
2586,0
2587,0
2588,1
2589,1
2590,0
2591,0
2592,1
2593,1
2594,0
2595,0
2596,1
2597,0
2598,1
2599,0
2600,0
2601,0
2602,1
2603,1
2604,0
2605,1
2606,1
2607,0
2608,0
2609,0
2610,0
2611,1
2612,0
2613,1
2614,1
2615,1
2616,0
2617,0
2618,1
2619,0
2620,1
2621,1
2622,1
2623,1
2624,0
2625,0
2626,0
2627,1
2628,1
2629,1
2630,0
2631,0
2632,0
2633,1
2634,1
2635,0
2636,1
2637,0
2638,1
2639,0
2640,0
2641,0
2642,0
2643,1
2644,0
2645,0
2646,1
2647,1
2648,1
2649,0
2650,0
2651,1
2652,0
2653,1
2654,0
2655,0
2656,0
2657,1
2658,1
2659,1
2660,0
2661,1
2662,1
2663,0
2664,1
2665,0
2666,0
2667,1
2668,1
2669,0
2670,1
2671,1
2672,0
2673,1
2674,1
2675,1
2676,1
2677,1
2678,0
2679,1
2680,1
2681,1
2682,1
2683,0
2684,0
2685,0
2686,1
2687,0
2688,0
2689,1
2690,1
2691,0
2692,1
2693,0
2694,1
2695,1
2696,1
2697,1
2698,0
2699,1
2700,0
2701,1
2702,0
2703,0
2704,0
2705,1
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,1
2713,0
2714,0
2715,1
2716,0
2717,0
2718,0
2719,0
2720,0
2721,1
2722,1
2723,0
2724,1
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,1
2732,0
2733,0
2734,0
2735,0
2736,1
2737,1
2738,0
2739,1
2740,0
2741,1
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,1
2749,0
2750,1
2751,1
2752,1
2753,1
2754,1
2755,0
2756,1
2757,0
2758,0
2759,1
2760,1
2761,1
2762,1
2763,0
2764,0
2765,0
2766,1
2767,0
2768,1
2769,1
2770,0
2771,1
2772,0
2773,1
2774,1
2775,1
2776,1
2777,0
2778,0
2779,0
2780,1
2781,0
2782,0
2783,1
2784,0
2785,0
2786,0
2787,1
2788,0
2789,0
2790,1
2791,1
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,1
2802,1
2803,0
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,0
2811,0
2812,0
2813,0
2814,1
2815,1
2816,0
2817,1
2818,0
2819,1
2820,1
2821,1
2822,0
2823,0
2824,0
2825,1
2826,0
2827,1
2828,1
2829,0
2830,0
2831,1
2832,0
2833,1
2834,0
2835,1
2836,0
2837,0
2838,0
2839,1
2840,1
2841,1
2842,1
2843,0
2844,0
2845,1
2846,1
2847,1
2848,0
2849,1
2850,0
2851,1
2852,1
2853,1
2854,0
2855,1
2856,1
2857,1
2858,1
2859,1
2860,0
2861,0
2862,1
2863,1
2864,1
2865,0
2866,0
2867,0
2868,1
2869,1
2870,0
2871,1
2872,0
2873,0
2874,1
2875,1
2876,1
2877,1
2878,0
2879,1
2880,0
2881,0
2882,1
2883,0
2884,0
2885,1
2886,1
2887,1
2888,0
2889,0
2890,1
2891,1
2892,1
2893,1
2894,1
2895,0
2896,1
2897,1
2898,0
2899,0
2900,0
2901,1
2902,0
2903,1
2904,0
2905,1
2906,1
2907,0
2908,1
2909,0
2910,1
2911,1
2912,0
2913,0
2914,0
2915,0
2916,0
2917,1
2918,0
2919,0
2920,0
2921,1
2922,1
2923,1
2924,0
2925,0
2926,1
2927,1
2928,1
2929,0
2930,0
2931,1
2932,0
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2939,1
2940,0
2941,0
2942,0
2943,1
2944,0
2945,1
2946,1
2947,1
2948,0
2949,1
2950,0
2951,1
2952,0
2953,0
2954,1
2955,1
2956,1
2957,1
2958,1
2959,0
2960,0
2961,0
2962,1
2963,0
2964,0
2965,1
2966,1
2967,0
2968,1
2969,0
2970,1
2971,0
2972,1
2973,0
2974,1
2975,0
2976,1
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,1
2984,1
2985,0
2986,1
2987,1
2988,0
2989,1
2990,1
2991,1
2992,0
2993,0
2994,0
2995,1
2996,0
2997,0
