seq,target
[Galf(a1-2)Rha(a1-2)]Rha(a1-2)[Glc(a1-5)]Ribf(b1-4)GalA(a1-3)GlcNAc(b1-3)Rha,1.0
Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-8)NeuNAc(a2-3)]Gal(b1-4)Glc,1.0
[Gal(a1-6)]GlcNAc(a1-3)GalNAc(b1-3)GlcNAc,1.0
Gal(a1-4)Gal(b1-4)Glc,1.0
Glc(a1-6)Glc(a1-6)Glc(b1-4)Glc(b1-3)[GalN(a1-4)]GlcNAcA(a1-4)[GlcN(b1-7)]Kdo(a2-5)[Kdo(a1-4)]Kdo,1.0
NeuNAcOGc(a2-3)Gal(b1-4)GlcNAc,1.0
Glc(a1-4)[GlcNAc(b1-3)]Gal(b1-3)GalNAc(a1-3)GlcNAc(b1-6)Glc,1.0
RhaOMe(a1-3)[Fucf(a1-4)]Rha(a1-3)Rha(a1-2)RhaOMe,1.0
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.0
[GlcNAc(a1-3)]GalNAc(b1-3)Gal(a1-4)Gal(b1-3)GalNAc(b1-4)GalNAc,1.0
[Galf(b1-4)Rha(a1-3)]DDManHep(b1-3)LDManHepOAc(b1-4)Rha(a1-3)GlcNAc(b1-4)DDManHep,1.0
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(b1-3)[GlcN(b1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)]Kdo,1.0
GlcNAc(b1-2)[Glc(b1-6)Kdo(a1-4)]Glc(a1-3)GalNAla(a1-3)LDManHepOCm(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,1.0
NeuNGc(a2-3)Gal(b1-3)GalNAc,1.0
Rha(a1-3)Gal(b1-4)[Gal(b1-3)]GalNAc(b1-4)Rha,1.0
QuiNAc(b1-4)[QuiNAc(a1-2)]QuiNAc(b1-4)QuiNAc,1.0
[Rha(b1-4)GlcNAc(b1-3)]Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(a1-2)Rha,1.0
[6dTalOAc(a1-3)]Man(a1-2)Man(a1-3)GalNAc(b1-4)Man,1.0
GlcNAc(b1-3)[GlcNAc(b1-6)]GalNAc,1.0
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.0
PseNAcNAc(b2-4)Gal(b1-4)Glc(b1-4)PseNAcNAc,1.0
Gal(b1-4)Gal(b1-4)GlcNAc,1.0
Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc(a1-3)[GlcNAc(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)Kdo(a2-4)]Kdo,1.0
Glc(a1-6)GlcNBut(a1-4)GalNAc(a1-3)GalNAc(b1-2)Glc,1.0
Gal(a1-3)Gal(b1-3)GalNAc(b1-3)Gal,1.0
Man(a1-3)Man(a1-2)[Glc(a1-3)]Man(a1-2)Man(a1-2)Man(a1-3)Man,1.0
Man(a1-6)[Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.0
[Abe(a1-3)]Rha(b1-2)Man(a1-2)Man(a1-3)[Glc(a1-2)]Gal(b1-4)Rha,1.0
Rha(a1-3)RhaOAc(a1-2)[Glc(b1-3)]Rha(a1-3)Rha,1.0
Rha(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc(b1-2)Rha,1.0
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc,1.0
[AbeOAc(a1-3)]Man(a1-4)Rha(a1-3)[Glc(a1-6)]Gal(a1-2)Man,1.0
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,1.0
Rha(a1-2)Rha(a1-2)Rha(a1-2)Glc(a1-3)GlcNAcOAc,1.0
[Sug(a1-2)]Rha(a1-3)Rha(a1-2)Rha(a1-3)Rha,1.0
Man(b1-3)ManNAc(a1-3)Rha(b1-4)GlcNAc(a1-2)Man,1.0
GalNAc(a1-4)Gal(a1-6)Gal(a1-3)Gal(a1-3)DDManHep(a1-5)KdoN,1.0
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,1.0
RhaOMe(a1-3)[GlcNAc(b1-4)]ManNBut(a1-4)RhaOMe,1.0
Ribf(b1-4)GalNAc(a1-3)GlcNAc,1.0
LDManHep(a1-2)LDManHep(a1-3)[Gal(b1-4)[Gal(a1-6)]LDManHep(a1-6)Glc(b1-4)][Glc(a1-6)]LDManHep(a1-5)Kdo,1.0
[ManNAc(b1-4)Gal(a1-4)]Gal(b1-3)GalNAc(b1-3)Gal,1.0
[Rha(a1-3)Rha(a1-2)Rha(a1-3)Man(b1-4)]Gal(a1-3)Gal(b1-3)Gal,1.0
6dTal(a1-2)Rha(a1-5)Sug(a2-3)6dTal,1.0
Gal(b1-6)Glc(a1-6)GlcNAc(a1-4)GalA(a1-3)GlcNAc(b1-2)Gal,1.0
GalNAc(a1-4)GalNAc(b1-4)GalNAc,1.0
Ribf(b1-3)Rha(a1-3)Rha(a1-2)Ribf,1.0
NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-8)NeuNAc(a2-3)]Gal(b1-4)Glc,1.0
NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-3)Gal,1.0
RhaNAc(a1-2)RhaNAc(a1-2)RhaNAc(a1-3)RhaNAcOAc(a1-3)RhaNAc,1.0
RhaOAc(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-4)]GlcNAc(b1-2)RhaOAc,1.0
[Rha(b1-4)]GlcNAc(a1-6)Gal(a1-4)Gal(b1-3)GlcNAc(b1-3)GlcNAc,1.0
NeuNAc(a2-3)FucNAm(a1-3)GlcNAcOAc(b1-7)NeuNAc,1.0
PseNAcNFo(a2-4)[GlcA(a1-4)GalNAc(b1-4)GalNAcOAcA(a1-3)]QuiNAc(b1-4)PseNAcNFo,1.0
Glc(b1-2)FucNAc(b1-6)Glc(a1-4)GalNAc(a1-3)GlcNAc(b1-2)Glc,1.0
GlcNAc(a1-4)GalNAc(a1-6)GlcNAc,1.0
Glc(b1-3)[Glc(a1-4)]Gal(b1-4)Glc,1.0
GlcNAc(b1-4)Rha(a1-3)GlcNAc,1.0
GlcNAcNButA(b1-4)FucOAcNAm(a1-3)QuiNAc(a1-4)GlcNAcNButA,1.0
Rha(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-2)Glc(a1-4)]GlcNAc(b1-2)Rha,1.0
[Glc(a1-4)Glc(a1-3)]Rha(a1-3)ManNAcOAc(b1-4)Rha,1.0
QuiNAc(b1-3)Ribf(b1-4)[Gal(a1-3)Gal(a1-3)]Gal(b1-3)[Glc(a1-4)]GalNAc(a1-4)QuiNAc,1.0
Man(b1-2)Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(b1-2)Man,1.0
6dTalOAc(a1-2)[Araf(a1-6)]GlcNAc(b1-3)6dTalOAc,1.0
GlcASer(b1-3)GalNAc(b1-4)Glc(b1-3)Gal(a1-4)GalNAc(b1-4)GlcASer,1.0
Glc(a1-4)Gal(b1-4)[Gal(b1-7)]LDManHep(a1-5)KdoOP,1.0
NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,1.0
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc,1.0
Gal(b1-4)[Fuc(a1-3)]GlcNAcOS,1.0
GalNAmA(a1-3)QuiNAc(b1-3)Fuc(a1-3)GalNAmA,1.0
Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)]Gal(b1-4)Glc,1.0
Rha(a1-3)ManNAc(b1-4)Rha,1.0
RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)[Glc(b1-4)]GalNAc(a1-2)RhaNAc,1.0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,1.0
[Glc(b1-3)]GalNAc(a1-6)Gal(b1-3)[Glc(a1-4)]GalNAc(b1-4)GlcNAc(a1-4)GalNAc,1.0
Fuc(a1-3)Man(a1-3)QuiNAc(b1-4)Kdo(a1-6)Gal(a1-6)[GalA(a1-4)]Man(a1-5)Kdo(a1-4)[GalA(a1-4)]Kdo(a1-5)GalA,1.0
FucNAc(a1-2)QuiNAc(b1-3)FucNAc(a1-3)QuiNAc(a1-3)FucNAc,1.0
GalNAc(b1-4)[NeuNGc(a2-3)]Gal(b1-4)Glc,1.0
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc,1.0
Rha(a1-3)[GalNAc(b1-2)]Rha(a1-2)Rha,1.0
Rha(a1-3)Rha(a1-2)Rha(b1-3)Rha,1.0
GalNAc(b1-4)[NeuNGc(a2-3)]Gal,1.0
NeuNGc(a2-8)NeuNGc(a2-3)Gal,1.0
NeuNGcA(a2-6)Gal(b1-4)Glc,1.0
Glc(b1-3)GalNAc(a1-3)GalNAc(b1-3)Rha(a1-3)[QuiNAc(b1-3)Rha(a1-2)][LDManHep(a1-7)]LDManHep(a1-3)[LDManHep(a1-6)Glc(b1-4)]LDManHep(a1-5)Kdo(a2-4)Kdo(b1-8)AraN,1.0
QuiNAc(b1-2)Rha(a1-4)GalAN(a1-6)[GlcAN(b1-3)Glc(b1-4)]Gal(a1-5)[Kdo(a1-4)]Kdo,1.0
RhaOAc(a1-3)GlcNAc(b1-4)RhaOAc,1.0
[Asc(a1-3)]DDManHep(a1-4)FucNAc(a1-3)QuiNAc(b1-2)DDManHep,1.0
GlcNAc(b1-2)[Rha(a1-6)Glc(b1-4)]Glc(a1-3)GalNAla(a1-3)LDManHepOCm(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,1.0
Glc(b1-2)FucOAcNBut(b1-6)GlcNAc(a1-4)[Glc(b1-3)]GalNAc(a1-3)GlcNAc(b1-2)Glc,1.0
Gal(a1-6)GlcNAc(a1-4)GalNAc(b1-3)Gal,1.0
NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-4)Glc,1.0
ManNAcAAla(b1-4)GlcNAcA(b1-4)ManNAcAAla,1.0
Rha(a1-3)[GlcNAc(b1-4)]GlcNAc(b1-3)[Kdo(a2-4)]GalNAc(a1-5)Kdo,1.0
[Rha(a1-3)]Rha(a1-2)[Rha(a1-3)]Rha(a1-3)Rha(b1-2)Rha,1.0
Man(b1-2)Man(a1-2)Man(a1-3)Man,1.0
Man(a1-2)Man(a1-2)[Glc(a1-4)]Man(b1-3)FucNAc(a1-6)Man,1.0
RhaOAc(b1-4)Rha(a1-3)[GlcNAc(b1-2)]Fuc(a1-3)RhaOAc,1.0
GalAAlaLys(a1-3)GalNAc(b1-4)GlcA(b1-3)GalNAc(b1-2)GalAAlaLys,1.0
Glc(a1-2)Gal(b1-4)Glc(b1-4)Glc(b1-3)[GalN(a1-4)]GlcNAcA(a1-4)[GlcN(b1-7)]Kdo(a2-5)[Kdo(a1-4)]Kdo,1.0
GalfOAc(b1-3)Man(b1-3)GalfOAc,1.0
[Galf(b1-3)]Rha(a1-2)RhaOAc(a1-2)Ribf(b1-4)Gal(a1-3)GlcNAc(a1-2)Rha,1.0
Rha(a1-2)Rha(a1-2)Gal(a1-3)Rha,1.0
[Rha(a1-3)][Gal(b1-4)]ManNAc(b1-4)GlcA(b1-3)GalNAc(b1-6)ManNAc,1.0
NeuNGc(a2-3)Gal(b1-3)GlcNAc,1.0
Rha(b1-4)[Glc(a1-3)]Rha(a1-3)Fuc(a1-3)Rha,1.0
[Rha(a1-4)GalA(a1-2)]RhaOAc(a1-4)Glc(a1-2)Rha(a1-3)[Glc(a1-4)]GlcNAc(b1-3)RhaOAc,1.0
GlcAOLac(b1-4)GlcA(b1-4)GalNAcA(a1-3)QuiNAc(b1-2)GlcAOLac,1.0
Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,1.0
Kdo(b2-3)6dTalOAc(a1-3)GlcNAc(a1-7)Kdo,1.0
GlcNAcOAcA(b1-4)FucOAcNAm(a1-3)Sug(a1-4)GlcNAcOAcA,1.0
Fuc(a1-2)Rha(a1-3)Fuc,1.0
Gal(b1-4)[Gal(a1-6)]Glc(b1-6)GlcNAc(b1-3)Gal,1.0
Galf(b1-3)GlcNAc(b1-5)Galf,1.0
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,1.0
[Gal(a1-6)]Glc(b1-3)GalNAc(b1-3)Glc,1.0
NeuNAcOAc(a2-8)NeuNAc(a2-3)Gal(b1-4)Glc,1.0
ManNAcA(b1-4)GulNAcOAcA(a1-3)QuiNAcNBut(b1-4)ManNAcA,1.0
Galf(a1-3)RhaOAc(a1-4)GlcNAc(a1-2)Rha(a1-3)GlcNAc(b1-2)Galf,1.0
Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-4)Man,1.0
RhaNAc(a1-2)RhaNAc(a1-2)RhaNAc(a1-3)RhaNAc(a1-2)RhaNAc(a1-3)RhaNAc,1.0
GlcNAc(a1-3)FucNAc(a1-3)[Glc(b1-4)]GlcNAc(a1-6)GlcNAc,1.0
[Gal(a1-3)Fuc(a1-4)GlcNAc(a1-3)]Fuc(a1-3)FucNAc(b1-4)Fuc,1.0
[Ribf(a1-4)]ManNAc(b1-4)GlcNAc(b1-3)ManNAc,1.0
[QuiNAspAc(b1-6)]Gal(b1-6)GlcNAc(b1-6)Gal(b1-3)GlcNAc(b1-3)Gal,1.0
Rha(a1-3)Fuc(a1-3)[Man(a1-2)]Fuc(a1-3)Rha,1.0
NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal,1.0
Rha(a1-3)FucNThrAc(a1-3)[ManNAcA(b1-4)]GalNAc(a1-3)Rha,1.0
[QuiNAc(b1-6)]GalNAc(a1-6)Glc(a1-4)GlcA(b1-3)GalNAc(b1-4)GalNAc,1.0
Xyl(b1-4)Xyl(b1-4)[GlcA(a1-2)]Xyl(b1-4)[GlcA(a1-2)]Xyl(b1-4)Xyl(b1-4)[Ara(a1-3)]Xyl(b1-4)Xyl,1.0
Gal(b1-4)[Fuc(a1-3)][Glc(a1-6)]GlcNAc(b1-3)Gal,1.0
Rha(a1-2)Ribf(b1-3)Rha(a1-3)Rha(a1-2)Rha,1.0
FucNAcOAc(b1-3)GlcNAcOPyr(a1-4)Gal(a1-4)Gal(b1-3)GlcNAc(b1-2)FucNAcOAc,1.0
NeuNAc(a2-3)Gal(b1-3)GlcNAc,1.0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,1.0
Col(a1-3)[Col(a1-6)]Glc(a1-4)Gal(a1-3)GlcNAc(b1-4)Glc,1.0
Gal(b1-4)GlcNAc(b1-3)Gal,1.0
[Xluf(b2-2)]Rha(a1-3)[Xluf(b2-2)]Rha(b1-3)Rha,1.0
Rha(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-6)]GlcNAc(b1-2)Rha,1.0
Man(a1-2)Man(a1-2)[Glc(a1-3)]Man(b1-3)GlcNAc(a1-6)Man,1.0
[Glc(b1-3)]GalNAcASer(a1-4)ManNAcA(b1-4)GulNAcA(a1-3)QuiNAcNBut(b1-4)GalNAcASer,1.0
GlcNAcNAlaFo(b1-4)GlcNAcNAmA(b1-4)GlcNAcNAlaFo,1.0
ManNAc(b1-4)[Glc(a1-2)]Glc(b1-3)ManNAc,1.0
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc,1.0
GlcA(b1-3)[Col(a1-2)Gal(b1-3)GlcAN(b1-6)]GlcNAc(b1-4)GlcA,1.0
Man(a1-3)[Glc(a1-2)]Rha(b1-4)Rha(b1-4)Man,1.0
[Altf(a1-3)]Man(b1-4)Man(a1-3)Fuc(a1-3)GlcNAc(a1-2)Man,1.0
QuiNFo(b1-3)Gal(a1-3)GlcA(b1-3)GalNAc(b1-4)QuiNFo,1.0
Rha(a1-2)Fuc(a1-2)Gal(a1-2)Fuc(a1-3)GlcA,1.0
Rha(a1-4)Gal(b1-4)[Glc(b1-3)]GalNAc(b1-4)Rha,1.0
[RhaOLac(a1-3)]Man(b1-4)GalNAc(a1-4)GalA(a1-3)GlcNAc(a1-2)Man,1.0
GlcNAc(b1-4)GalOAcNAmA(a1-3)Sug(a1-4)GlcNAc,1.0
Rha(a1-3)GlcNAc(b1-7)[Glc(a1-2)LDManHep(a1-6)][LDManHep(a1-2)]DDManHep(a1-5)KdoN,1.0
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal,1.0
[GlcA(a1-4)]GlcNAcOAc(a1-3)RhaOAc(b1-4)GlcNAc(b1-6)GlcNAcOAc,1.0
GalAGroN(a1-4)Gal(a1-3)GalA(a1-3)GlcNAc(b1-4)GalAGroN,1.0
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,1.0
Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-6)Man,1.0
Gal(a1-2)Rha(a1-2)Ribf(b1-4)Gal(b1-3)GalNAc(b1-4)Gal,1.0
Man(b1-2)[Glc(a1-3)]Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(b1-2)Man,1.0
NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,1.0
QuiNBut(b1-2)Rha(a1-4)GalNAcA(a1-3)QuiNAcNBut(a1-2)QuiNBut,1.0
[GlcNAc(b1-3)]Rha(a1-2)Rha(a1-6)Glc(a1-2)Rha,1.0
[GalAAlaLys(a1-4)]GalNAc(b1-4)GlcA(b1-3)GlcNAc(b1-6)GalNAc,1.0
[Abe(a1-3)]Man(a1-4)Rha(a1-3)Gal(a1-2)Man,1.0
GlcNAcA(b1-3)GlcNAcA(b1-3)QuiNAcNAm(a1-4)GlcNAcA,1.0
[GalA(a1-4)]Gal(a1-3)Galf(b1-3)Gal,1.0
QuiNAc(b1-3)FucNAc(a1-4)QuiNAc,1.0
Gal(b1-3)GalNAc(b1-3)Gal,1.0
[Araf(a1-3)]GlcNAc(a1-4)GalNAc(a1-6)GlcNAc,1.0
Glc(b1-4)[Rha(a1-3)]Man(b1-4)Man(a1-3)Glc,1.0
[Parf(a1-3)LDManHep(b1-4)]Gal(a1-3)GlcNAc(b1-3)Gal,1.0
[RhaOMe(a1-4)]Glc(a1-3)Rha(a1-3)Rha(a1-3)Glc(b1-3)Glc,1.0
Gal(b1-3)GlcNAc(a1-3)Gal(b1-3)GlcNAc,1.0
GalOS(b1-3)[Fuc(a1-4)]GlcNAc,1.0
[Col(a1-3)][Col(a1-6)]Glc(a1-4)Gal(a1-3)GalNAc(b1-4)Glc,1.0
[FucNBut(b1-3)GalNAc(a1-3)GalNAc(b1-3)]Gal(a1-6)Gal(b1-3)GalNAc(b1-4)Gal,1.0
[Gal(a1-3)]Rha(a1-3)Rha(b1-4)Glc(b1-2)Rha,1.0
GlcNAc(a1-4)[Glc(b1-3)]GalNAc(a1-3)GlcNAc(a1-6)GlcNAc,1.0
Gal(b1-3)Gul(a1-2)Gal,1.0
Man(a1-3)Rha(b1-2)Rha(a1-2)Rha(a1-2)Rha,1.0
LDManHep(a1-4)[Gal(a1-7)]Kdo(a1-2)Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a1-2)]Kdo,1.0
Man(b1-4)Rha(a1-3)[Glc(a1-4)]Gal(a1-6)Man,1.0
Rha(a1-3)[XylOMe(b1-4)]Rha(a1-4)Rha(a1-2)Rha,1.0
Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(b1-3)Rha(a1-3)[Rha(a1-2)]LDManHep(a1-3)[Glc(b1-4)][AraN(b1-7)]LDManHep(a1-5)Kdo(a2-4)Kdo,1.0
[PseNAcNAc(b2-6)]Gal(a1-6)GlcNAc(a1-4)GalA(a1-3)QuiNAc(b1-3)Gal,1.0
QuiNAc(b1-4)PseNAcNAm(b2-4)Gal(b1-4)QuiNAc,1.0
[Fuc(a1-3)]GalNAc(a1-6)ManOAc(a1-3)Fuc(a1-3)[Glc(b1-4)]GalNAc(b1-4)GalNAc,1.0
NeuNGc(a2-3)Gal(b1-4)GlcNAcOS,1.0
Man(a1-2)Man(a1-3)Man(b1-2)Man,1.0
Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc,1.0
Fuc(a1-3)GlcNAc(b1-3)Fuc,1.0
6dTal(a1-3)6dTalOAc(a1-2)RhaOMe(a1-2)6dTal,1.0
[Parf(b1-3)]Man(a1-3)Fuc(a1-3)GalNAc(b1-2)Man,1.0
Man(b1-4)Glc(a1-3)QuiNAc(a1-3)GlcNAc(a1-2)Man,1.0
[Gal(a1-3)]GlcNAcOAc(b1-4)FucNAm(a1-3)GlcNAc(a1-4)GlcNAcOAc,1.0
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,1.0
Rha(a1-6)Glc(a1-4)[Glc(b1-6)Glc(b1-3)]GalNAc(a1-3)LDManHepOCm(a1-3)LDManHep(a1-5)Kdo,1.0
GlcNAc(b1-3)Gal(b1-4)GlcNAc,1.0
Rha(a1-3)Man(b1-4)ManOAc(a1-3)Rha,1.0
GlcNAc(b1-3)Glc(a1-3)LDManHep(a1-3)Glc(b1-4)LDManHep(a1-5)Kdo(a2-4)Kdo(a1-5)LDManHep,1.0
[Tyv(a1-3)]Man(b1-4)Rha(a1-3)[Glc(a1-6)]Gal(a1-6)Man,1.0
[Col(a1-2)]Gal(b1-3)[Col(a1-4)]GlcNAc(b1-4)Rha(a1-3)GalNAc(a1-3)Gal,1.0
Rha(b1-4)Rha(a1-3)Rha(a1-3)Rha,1.0
[Tyv(a1-3)]Man(a1-4)Rha(a1-3)[GlcOAc(a1-4)]Gal(a1-2)Man,1.0
Man(a1-3)Man(a1-6)Man(a1-2)Man,1.0
[Glc(a1-3)]RhaOAc(a1-3)ManNAc(b1-4)RhaOAc,1.0
Glc(a1-6)GlcNButOAc(a1-4)[Glc(a1-6)]GalNAc(a1-3)GalNAc(b1-2)Glc,1.0
[ManNAc(a1-3)]Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(a1-2)Rha,1.0
NeuNAc(a2-6)Glc(a1-6)[Glc(a1-4)Gal(b1-6)Glc(b1-3)]Gal(b1-3)[Glc(a1-6)]GalNAc(b1-4)NeuNAc,1.0
[GlcNAc(b1-3)][GlcNAc(b1-2)Glc(b1-2)]Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc(b1-4)Gal,1.0
[Abe(a1-3)]Man(a1-2)Man(a1-2)Man(b1-3)GalNAc(a1-6)Man,1.0
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc,1.0
[Man(b1-4)]Gal(a1-4)GalNAc(b1-3)GalNAc(b1-3)Gal,1.0
QuiNAspAc(b1-6)GlcNAc(a1-4)GalA(a1-3)GlcNAc(a1-3)QuiNAspAc,1.0
RhaOAc(a1-2)Rha(a1-4)GalA(b1-3)GalNAc(b1-2)RhaOAc,1.0
NeuNAc(a2-8)NeuNAc(a2-3)Gal,1.0
Rha(a1-3)[Sug(a1-2)]Rha(a1-3)Rha,1.0
Man(a1-3)[Par(b1-4)]Fuc(a1-3)GalNAc(a1-2)Man,1.0
NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man,1.0
Kdo(b2-7)LDManHep(a1-5)KdoOP,1.0
NeuNAc(a2-9)NeuNAc(a2-6)Gal(b1-4)Glc,1.0
QuiNFo(b1-3)GalNAc(a1-4)GlcOAcA(a1-3)Man(a1-2)Man(a1-3)GlcNAc(b1-2)QuiNFo,1.0
NeuNAcOGc(a2-6)Gal(b1-4)GlcNAc,1.0
