,Seqs,True-Class0,True-Class1,True-Class2,True-Class3,Predicted-Class0,Predicted-Class1,Predicted-Class2,Predicted-Class3
16,"['Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-3', 'GlcNAc']",0.0,0.0,1.0,0.0,5.915647745963204e-12,4.2732403926493134e-06,0.9999924898147583,3.2238092444458744e-06
17,"['Rha', 'a1-4', 'Xyl', 'b1-2', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,3.3523921416644953e-09,6.858501001261175e-05,0.9999314546585083,3.631774048162839e-10
18,"['Man', 'a1-3', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc']",0.0,0.0,1.0,0.0,2.9650523843908344e-14,4.8219244490610436e-05,0.9999516010284424,1.4790229840855318e-07
19,"['Gal', 'b1-4', 'Glc', 'b1-4', 'PseNAcNAc', 'b2-4', 'Gal', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,5.6434799944327096e-08,0.9545106291770935,0.04548732563853264,2.0628281163226347e-06
20,"['Glc', 'a1-4', 'Glc', 'b1-6', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",0.0,1.0,0.0,0.0,4.146894980183724e-11,0.8933477997779846,0.10665225237607956,6.147436482388177e-14
21,"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Fuc', 'a1-2', 'Gal', 'b1-3', 'GalNAc']",0.0,0.0,1.0,0.0,1.0556499623829829e-14,0.0009504695190116763,0.9990494847297668,4.871998204175609e-12
22,"['Glc', 'b1-4', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.0,0.0,0.0,0.0,1.378777415084187e-05,0.0008085418958216906,0.9991776347160339,1.151144457534059e-10
23,"['Gal', 'a1-3', 'Galf', 'b1-3', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.1045791552533046e-06,0.7750052213668823,0.22484835982322693,0.00014536059461534023
24,"['ManNAcOPEtn', 'b1-4', 'ManNAcOPEtn', 'b1-4', 'ManNAc', 'b1-4', 'Ribf', 'a1-3', 'ManNAcOPEtn', 'b1-4', 'ManN']",0.0,1.0,0.0,0.0,1.1555901124893353e-07,0.9999995231628418,3.872929994486185e-07,2.770395912676804e-09
25,"['3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.9812476043389324e-08,0.9999825954437256,1.09629072539974e-05,6.421281796065159e-06
26,"['Gal', 'b1-4', 'Glc', 'b1-2', 'Glc', 'b1-4', 'Rha', 'a1-3', 'Glc', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.30520041389387e-12,0.39314332604408264,0.6068567037582397,3.312583629622168e-08
27,"['Gal', 'b1-4', 'Gal', 'b1-3', 'NeuNGc', 'a2-8', 'NeuNGc', 'a2-6', 'GalNAc', '1-1', '1-1']",0.0,0.0,1.0,0.0,7.000744428609096e-11,1.1659559540078135e-08,1.0,5.669521740969685e-09
28,"['Gal', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,4.18837799998073e-08,0.05972541496157646,0.9402734041213989,1.0652203172867303e-06
29,"['Fuc', 'a1-2', 'Gal', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,6.809156103543268e-12,0.0019527300028130412,0.9980472326278687,6.578205091756217e-09
30,"['Col', 'a1-3', 'Col', 'a1-6', 'Glc', 'a1-4', 'Gal', 'a1-3', 'GlcNAc', 'b1-4', 'Glc']",0.0,1.0,0.0,0.0,6.959737647305175e-11,1.0,2.227702328161385e-10,6.359670819480745e-13
31,"['Fuc', 'a1-4', 'Gal', 'b1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-4', 'Gal']",0.0,0.0,1.0,0.0,1.5999810322659715e-14,0.035054806619882584,0.9648410677909851,0.00010408011439722031
32,"['GlcOLac', 'b1-6', 'Glc', 'a1-4', 'Gal', 'b1-6', 'Galf', 'b1-3', 'GalNAc', 'b1-3', 'Gal']",0.0,1.0,0.0,0.0,3.888982670581641e-19,0.9999991655349731,8.894777465684456e-07,1.6090158456703884e-16
33,"['GlcNAc', 'a1-2', 'Glc', 'a1-2', 'Glc', 'a1-3', 'Gal', 'a1-6', 'Glc', 'a1-3', 'LDManHepOPPEtn']",0.0,1.0,0.0,0.0,8.110000843629395e-13,0.9982403516769409,0.001759698148816824,7.76904651722532e-11
34,"['QuiNAcNBut', 'b1-2', 'GalOPyr', 'b1-3', 'GlcNAc', 'b1-3', 'Thre-onic', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,6.695952947666228e-08,0.9999818801879883,1.7397771443938836e-05,6.531993221869925e-07
35,"['L-GulNAcNAmA', 'a1-4', 'ManNAcA', 'b1-3', 'D-FucNAc', 'a1-4', 'L-GulNAcNAmA', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,8.992018796227796e-10,1.0,3.005203552675084e-08,1.7845207256339535e-10
36,"['Gal', 'b1-4', 'Glc', 'b1-6', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal']",0.0,1.0,0.0,0.0,1.622373872885944e-14,0.6241552829742432,0.37584468722343445,8.366264278580893e-12
37,"['ManOP', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', '1-1', '1-1']",0.0,0.0,1.0,0.0,8.470117336401017e-07,0.0001239131233887747,0.9998749494552612,2.3023254414056282e-07
38,"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",0.0,0.0,1.0,0.0,8.701189768700601e-10,1.792715374904219e-05,0.9999650716781616,1.7071202819352038e-05
39,"['Glc', 'b1-3', 'Rha', 'a1-3', 'Rha', 'a1-3', 'RhaOAc', 'a1-2', 'Rha', '1-1', '1-1']",0.0,1.0,0.0,0.0,3.8286626473371665e-12,1.0,1.0308933262592745e-08,6.349877221256683e-13
40,"['Rha', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,7.025349191280839e-07,0.06154008209705353,0.9384592175483704,4.176751652873456e-11
41,"['Galf', 'b1-6', 'Galf', 'b1-5', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.2903884453407954e-05,0.241497203707695,0.758488118648529,1.6775858284745482e-06
42,"['GlcA', 'b1-3', 'GalA', 'a1-2', 'Rha', 'a1-4', 'GlcA', 'b1-3', 'GalA', 'a1-2', 'Rha-ol']",0.0,0.0,1.0,0.0,1.3687749822466344e-09,0.0004425999359227717,0.9995574355125427,3.593439446420961e-15
43,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-3', 'GlcNAc']",0.0,0.0,1.0,0.0,2.856412675833475e-11,0.002772151492536068,0.9350976943969727,0.062130156904459
44,"['Glc', 'a1-2', 'Glc', 'a1-3', 'Gal', 'a1-6', 'Glc', 'a1-3', 'LDManHep', 'a1-7', 'LDManHepOP']",0.0,1.0,0.0,0.0,4.673038757167791e-14,1.0,4.996533187195951e-10,7.41703180535784e-14
45,"['Galf', 'b1-5', 'Galf', 'b1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",0.0,0.0,1.0,0.0,6.748282488366897e-12,5.3257380727700365e-09,1.0,2.5890282973062284e-11
46,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Gal', 'b1-3', 'GlcNAc', 'b1-3', 'GalNAc']",0.0,0.0,1.0,0.0,2.45901186240495e-14,0.0009324857965111732,0.999067485332489,2.2969636175734776e-12
47,"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man']",0.0,0.0,1.0,0.0,4.6807494674932365e-14,0.0020627828780561686,0.9979372024536133,1.8635756826590466e-10
48,"['GlcNAc', 'a1-3', 'GalA', 'a1-2', 'GalA', 'a1-3', 'ManOLac', 'b1-4', 'Man', 'b1-3', 'Glc']",0.0,1.0,0.0,0.0,2.316331015883577e-10,0.9999932050704956,6.802702046115883e-06,1.2530669835086883e-08
49,"['Glc', 'a1-2', 'Glc', 'a1-3', 'Glc', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",0.0,0.0,1.0,0.0,3.5350285199076126e-11,0.08021312206983566,0.9197868704795837,2.1690636786697581e-10
50,"['Glc', 'b1-2', 'Ara', 'a1-3', 'Araf', 'a1-4', 'GlcA', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,5.812367476210056e-07,5.38958488505159e-07,0.999998927116394,4.853372370661191e-09
51,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.0460464494599364e-07,0.011961088515818119,0.9879899621009827,4.888694093097001e-05
52,"['GlcA', 'b1-3', 'GalOAcN', 'a1-3', 'GalNAc', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1-1']",1.0,0.0,0.0,0.0,0.7399307489395142,0.1556055247783661,0.10446323454380035,5.569204972744046e-07
53,"['Xyl', 'b1-2', 'Man', 'a1-3', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,5.812394832105383e-08,2.5872501282719895e-05,0.9999641180038452,9.879234312393237e-06
54,"['GalNAcOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GalNAc', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",0.0,0.0,1.0,0.0,3.559183739968103e-15,4.03424982309275e-09,1.0,2.8176027049714447e-12
55,"['Kdo', 'a2-4', 'Kdo', 'a2-8', 'Kdo', 'a2-4', 'Kdo', 'a2-6', 'GlcNAcOP', 'b1-6', 'GlcNAcOP']",0.0,1.0,0.0,0.0,2.193751402757016e-09,0.999988317489624,1.1710925718944054e-05,6.839134814029535e-10
56,"['GlcA', 'b1-4', 'GalNAcA', 'a1-3', 'L-QuiNAc', 'b1-2', 'GlcAOLac', 'b1-4', 'GlcA', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.2085155926276911e-10,0.9999997615814209,2.96532476795619e-07,7.324833517508011e-10
57,"['Fuc', 'a1-3', 'GlcNAc', 'a1-4', 'GlcA', 'a1-3', 'Fuc', 'a1-3', 'GlcNAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,8.270586228679641e-14,0.9999958276748657,4.226797955197981e-06,8.205203877453826e-11
58,"['Glc', 'b1-4', 'GlcAOPyr', 'b1-4', 'Fuc', 'a1-3', 'Glc', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,3.1024373470245337e-07,0.9978098273277283,0.0021877058316022158,2.1360219761845656e-06
59,"['Gal', 'b1-3', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Gal', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,2.4724436026627404e-14,9.748142474563792e-05,0.9999024868011475,1.4110029589176065e-08
60,"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'NeuNAc', 'a2-3', 'Gal']",0.0,0.0,1.0,0.0,3.541455106600977e-12,0.0004611306358128786,0.999268114566803,0.0002707821549847722
61,"['Man', 'b1-2', 'Man', 'b1-2', 'Man', 'b1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",0.0,0.0,1.0,0.0,3.716422447563872e-10,5.216440399635758e-07,0.9999995231628418,1.9580257415441338e-09
62,"['Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', '1-1', '1-1']",0.0,0.0,1.0,0.0,3.635590672956823e-08,0.0021911144722253084,0.9977922439575195,1.6610767488600686e-05
63,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",0.0,0.0,1.0,0.0,5.5136563717472775e-12,2.7689200578606687e-05,0.9999719858169556,3.6745919373970537e-07
64,"['Gal', 'a1-2', 'Glc', 'a1-6', 'Glc', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",0.0,1.0,0.0,0.0,7.413806303894696e-14,0.9999998807907104,6.901794336044986e-08,2.3970127098482674e-12
65,"['RhaOMe', 'a1-3', 'Rha', 'b1-2', 'Rha', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,8.691128527971159e-07,0.42327141761779785,0.277428537607193,0.2992992103099823
66,"['LDManHep', 'a1-5', 'KdoOP', 'a2-6', 'GlcOPN', 'b1-6', 'GlcOPN', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.2263743656149018e-06,0.9956055283546448,0.004392155446112156,1.0565285037955618e-06
67,"['Gal', 'b1-4', 'Glc', 'a1-3', 'GlcNAc', 'a1-2', 'LDManHepOPEtn', 'a1-3', 'Gal', 'a1-4', 'Gal']",0.0,1.0,0.0,0.0,4.510567960802625e-11,0.8837559819221497,0.11624410003423691,1.3824930089612053e-10
68,"['ArafOFer', 'a1-3', 'Xyl', 'b1-4', 'Xyl', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,4.033724962937413e-07,2.3816144675947726e-05,0.9995961785316467,0.0003796958189923316
69,"['Gal', 'b2-4', 'Glc', 'b1-6', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,3.910858026312525e-10,0.017190204933285713,0.9828097820281982,1.64656501766558e-08
70,"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man']",0.0,0.0,1.0,0.0,1.1907959749415378e-16,1.6328704077750444e-05,0.9999207258224487,6.295111234067008e-05
71,"['GalNAc', 'a1-2', 'QuiNAlaAc', 'b1-1', 'Ery-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,3.541383193805814e-05,0.9935579895973206,0.006404619198292494,2.042776031885296e-06
72,"['Gal', 'b1-4', 'GlcNAc', 'b1-4', 'GalNAc', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal']",0.0,0.0,1.0,0.0,1.8327121504430055e-12,0.005846494808793068,0.9941487312316895,4.706276740762405e-06
73,"['GalNAc', 'a1-3', 'Rha', 'a1-2', 'Rha', 'b1-4', 'Glc', 'b1-6', 'Galf', 'b1-6', 'GalNAc']",0.0,1.0,0.0,0.0,7.151984083089702e-13,0.999731719493866,0.0002682681370060891,1.0084081735872025e-13
74,"['Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,4.408181803660033e-16,4.814646672457457e-07,0.9999995231628418,2.0030192615649867e-08
75,"['Glc', 'b1-3', 'ManOPyr', 'b1-4', 'Glc', 'a1-3', 'Rha', 'b1-4', 'Glc', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.8466975726383339e-09,0.9999697208404541,3.0291461371234618e-05,2.0849114101828548e-11
76,"['Col', 'a1-3', 'Col', 'a1-6', 'Glc', 'a1-4', 'Gal', 'a1-3', 'GalNAc', 'b1-4', 'Glc']",0.0,1.0,0.0,0.0,3.0763564438929247e-13,1.0,8.668673417977502e-11,1.4481142081637904e-15
77,"['Man', 'b1-2', 'Glc', 'b1-3', 'Glc', 'b1-6', 'Man', 'b1-2', 'Man', '1-1', '1-1']",0.0,0.0,1.0,0.0,2.2440792849182448e-14,0.0001959179644472897,0.9998040795326233,1.838830770864528e-14
78,"['Glc', 'b1-2', 'ManOPOPyr-ol', '1-6', 'ManOPOPyr-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,0.0009524592314846814,0.22067268192768097,0.7781767845153809,0.0001980272791115567
79,"['GalNAc', 'b1-4', 'GlcA', 'b1-3', 'GlcNAcGro', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,8.911587201509974e-08,0.9999669790267944,3.285881757619791e-05,1.0071133926814468e-09
80,"['FucNAc', 'a1-3', 'Hex', 'a1-4', 'QuiNAcN', 'a1-2', 'Rha', 'a1-4', 'FucNAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,3.684429428219005e-10,0.9999997615814209,2.4503029294464795e-07,1.862811593866809e-08
81,"['Gal', 'a1-6', 'Gal', 'a1-3', 'GalOPGro', 'a1-6', 'Gal', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,5.369830091694894e-08,0.9997853636741638,0.00021463463781401515,4.5923055580487926e-08
82,"['Man', 'b1-3', 'GlcNAc', 'a1-2', 'Glc', 'b1-3', '6dTal', 'a1-3', 'GlcNAc', 'a1-2', 'Man']",0.0,1.0,0.0,0.0,3.887789070712577e-14,0.9999985694885254,1.3786823274131166e-06,1.5821619366271117e-15
83,"['GlcNAc', 'b1-3', 'Par', 'a1-3', '6dManHep', 'b1-4', 'Gal', 'a1-3', 'GlcNAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,3.940855197726023e-09,0.9999995231628418,4.413561214278161e-07,2.250529540503976e-09
84,"['GlcOMe', 'b1-4', 'RhaOMe', 'a1-2', 'RhaOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,0.00012336774670984596,0.9967566132545471,7.142272079363465e-05,0.0030486425384879112
85,"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Gal', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,1.1376229819282102e-13,0.0009917904390022159,0.9990079998970032,2.384782078479475e-07
86,"['Glc', 'a1-2', 'Glc', 'a1-3', 'Glc', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",0.0,0.0,1.0,0.0,3.5350285199076126e-11,0.08021312206983566,0.9197868704795837,2.1690636786697581e-10
87,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man']",0.0,0.0,1.0,0.0,1.7418354952836168e-11,2.873605581044103e-06,0.9999961853027344,9.602268846720108e-07
88,"['Gal', 'b1-3', 'Gal', 'b1-3', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.3183431235574972e-08,0.00047148088924586773,0.9995111227035522,1.7377164112986065e-05
89,"['NeuNAc', 'a2-3', 'Gal', 'b1-3', 'Fuc', 'a1-4', 'GlcNAc', 'b1-3', 'Fuc', 'a1-3', 'Gal']",0.0,0.0,1.0,0.0,1.481549902020412e-14,0.17137539386749268,0.8286140561103821,1.0540985385887325e-05
90,"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'Gal']",0.0,0.0,1.0,0.0,8.119709331982916e-14,0.003612455679103732,0.9951654672622681,0.0012220046482980251
91,"['NeuNAc', 'a2-6', 'Gal', 'b1-6', 'Gal', 'b1-3', 'GalNAc', 'b1-8', 'NeuNAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,4.268315157372422e-17,0.00014626745542045683,0.9998537302017212,7.049433736402988e-13
92,"['Gal', 'b1-2', 'Xyl', 'b1-3', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,3.3411428290719414e-08,0.0017836219631135464,0.9982154369354248,9.51946049099206e-07
93,"['Galf', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'DDManHepOP', 'a1-5', 'KdoOP', 'a2-6', 'GlcOPN']",0.0,1.0,0.0,0.0,3.3710126703945242e-12,0.9997633099555969,0.0002366508124396205,4.2291347507328325e-11
94,"['L-GalNAcA', 'a1-3', 'D-FucNAc', 'a1-4', 'GlcNAcAN', 'b1-4', 'L-GalNAcA', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.65104649344039e-09,0.9999967813491821,2.098429831676185e-06,1.1268134585407097e-06
95,"['D-RhaNAc', 'a1-3', 'D-RhaNAc', 'a1-3', 'D-RhaNAc', 'a1-3', 'D-RhaNAc', 'a1-2', 'D-RhaNAc', 'a1-2', 'D-RhaNAc']",0.0,1.0,0.0,0.0,1.4481304155822272e-08,1.0,2.6631434835167056e-08,1.2887560810193044e-11
96,"['FucOAc', 'a1-2', 'Gal', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'FucOAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,5.878229153433168e-11,0.9999865293502808,1.3482408576237503e-05,2.1249080717211655e-08
97,"['Xyl', 'a1-6', 'Glc', 'b1-4', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Fuc', 'a1-2', 'Gal']",0.0,0.0,1.0,0.0,1.4535965764395087e-09,0.004975491669028997,0.9950238466262817,7.322647661567316e-07
98,"['Glc', 'b1-6', 'Glc', 'a1-4', 'GlcN', 'a1-4', 'LDManHep', 'a1-2', 'DDManHep', 'a1-2', 'GalA']",0.0,1.0,0.0,0.0,7.224375542236317e-10,0.9999935626983643,6.388526799128158e-06,5.225097965079115e-16
99,"['Gal', 'a1-3', 'GlcNAcOPGro', 'a1-2', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.42455043917289e-05,0.7558906078338623,0.20048369467258453,0.043601445853710175
100,"['D-FucNAc', 'a1-2', 'D-RhaOMe', 'a1-3', 'D-FucNAc', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha']",0.0,1.0,0.0,0.0,3.300038575737574e-10,1.0,3.0168648135209253e-10,2.1837041723482553e-12
101,"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,2.3578573404847702e-07,0.9568942785263062,0.04310549795627594,1.8223766939939878e-10
102,"['Xyl', 'b1-2', 'Glc', 'b1-3', 'D-Fuc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,3.171588147665716e-08,0.00044496930786408484,0.999554455280304,4.700179658811976e-07
