,Seqs,True,Preds
119,"['GalA', 'a1-4', 'GalA', 'a1-5', 'Kdo', 'a2-4', 'Man', 'a1-5', 'Kdo', '1-1', '1-1']",1,1
120,"['Fuc', 'a1-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-6', 'Gal']",2,2
121,"['Gal', 'b1-3', 'GalNAc', 'a1-3', 'GlcNAc', 'b1-2', 'L-4dThre-ol', '1-1', '1-1', '1-1', '1-1']",1,1
122,"['Glc', 'a1-6', 'Rha', 'a1-3', 'Glc', 'b1-3', 'GlcOAc', 'a1-4', 'GalNAla', 'a1-3', 'LDManHepOPOCm']",1,1
123,"['Glc', 'b1-5', 'Gal', 'a1-2', 'Glc', 'b1-3', 'Galf', 'b1-3', 'Gal', 'a1-2', 'Gal']",1,1
124,"['Gal', 'a1-2', 'Gal', 'a1-2', 'Glc', 'b1-3', 'Glc', 'a1-3', 'Glc', 'a1-3', 'GlcN']",1,1
125,"['GlcNAcAN', 'b1-4', 'GlcNAcAN', 'b1-4', 'GalNAcAN', 'a1-4', 'GlcNAcAN', '1-1', '1-1', '1-1', '1-1']",1,1
126,"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc']",2,1
127,"['Rha', 'a1-4', 'GalA', 'a1-2', 'RhaOAc', 'a1-4', 'Glc', 'a1-2', 'Rha', 'a1-3', 'Glc']",1,1
128,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc']",2,1
129,"['NeuNGc', 'a2-8', 'NeuNGc', 'a2-8', 'NeuNGc', 'a2-6', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1']",2,2
130,"['LDManHep', 'a1-2', 'LDManHep', 'a1-3', 'Pse', 'b2-6', 'Glc', 'b1-4', 'DDManHepOEtn', 'a1-5', 'Kdo']",1,1
131,"['Man', 'a1-2', 'Man', 'a1-6', 'Galf', 'b1-5', 'Galf', 'b1-5', 'Galf', 'b1-5', 'Galf']",2,2
132,"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalNAcOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",1,1
133,"['Gal', 'b1-3', 'Gal', 'b1-3', 'Gal', 'b1-4', 'ManOP', 'a1-6', 'Gal', '1-1', '1-1']",2,2
134,"['GlcNAc', 'b1-4', 'RibOP-ol', '1-3', 'GlcNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
135,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Fuc', 'a1-3', 'GlcNAc']",2,1
136,"['ManNAcNAmA', 'b1-4', 'L-GulNAcA', 'a1-3', 'D-FucNAc', 'b1-4', 'ManNAcNAmA', '1-1', '1-1', '1-1', '1-1']",1,1
137,"['Galf', 'b1-5', 'Galf', 'b1-6', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
138,"['Rha', 'b1-4', 'GlcNAc', 'b1-4', 'GalA', 'a1-3', 'Man', 'a1-3', 'GlcNAc', 'b1-3', 'GlcNAc']",1,2
139,"['Glc', 'b1-3', 'ManOAc', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
140,"['GalOAc', 'b1-2', 'D-Rha', 'a1-4', 'GalOAc', 'a1-2', 'GlcA', 'a1-3', 'GalOAc', 'b1-6', 'Man']",1,1
141,"['Glc', 'a1-6', 'Gal', 'a1-6', 'Tyv', 'a1-3', 'Man', 'b1-4', 'Rha', 'a1-3', 'Gal']",1,2
142,"['Gal', 'b1-4', 'Glc', 'a1-2', 'Glc', 'b1-6', 'Gal', 'b1-4', 'Glc', 'a1-2', 'Glc']",1,2
143,"['Tyv', 'a1-3', 'Man', 'b1-4', 'Rha', 'a1-3', 'Glc', 'a1-4', 'Gal', 'a1-6', 'Man']",1,2
144,"['GlcOP', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'b1-2', 'GlcOP', 'a1-6', 'Man']",2,2
145,"['GlcA', 'b1-4', 'GlcA', 'b1-4', 'Glc', 'b1-4', 'GalOPyr', 'a1-4', 'GlcA', 'b1-4', 'Glc']",1,2
146,"['Xyl', 'b1-2', 'Glc', 'b1-3', 'Ara', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,1
147,"['Rha', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,1
148,"['D-Rha', 'a1-3', 'D-Rha', 'a1-3', 'D-Rha', 'b1-2', 'D-Rha', 'a1-3', 'D-Rha', 'a1-2', 'D-Rha']",1,2
149,"['GalNAc', 'a1-3', 'GalNAc', 'b1-4', 'Glc', 'a1-2', 'GlcA', 'b1-3', 'GalNAc', 'b1-6', 'GalNAc']",1,1
150,"['Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-3', 'GlcNAc-ol']",2,1
151,"['Glc', 'b1-4', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
152,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'GlcNAc', 'b1-2', 'GlcNAc', 'b1-4', 'Man']",2,2
153,"['GlcA', 'b1-2', 'Gal', 'a1-6', 'GalOMe', 'a1-6', 'Gal', '1-1', 'a1-6', 'GalOMe', 'a1-6']",2,2
154,"['Rha', 'a1-4', 'GlcA', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'GalNAc']",1,1
155,"['GlcALys', 'b1-6', 'Gal', 'b1-6', 'Glc', 'b1-3', 'GalNAc-ol', '1-1', '1-1', '1-1', '1-1']",1,1
156,"['GalA', 'a1-2', 'Rha', 'a1-2', 'Rib', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
157,"['Glc', 'a1-3', 'LDManHepOP', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo', 'a2-6', 'GlcOPN']",1,2
158,"['Glc', 'a1-4', 'Man', 'a1-6', 'Glc', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-4', 'Gal']",1,1
159,"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'GlcNAc', 'a1-4', 'Gal', 'b1-4', 'GlcNAc']",2,1
160,"['ManOMe', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', '1-1', '1-1']",2,2
161,"['Gal', 'b1-3', 'Fuc', 'a1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-3', 'Fuc']",2,1
162,"['Man', 'b1-2', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
163,"['GlcA', 'b1-2', 'Rha', 'a1-4', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,1
164,"['Rha', 'a1-2', 'Rha', 'a1-3', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,1
165,"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1']",2,1
166,"['Gal', 'a1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,1
167,"['GalOAc', 'b1-4', 'Gal', 'a1-3', 'Gal', 'b1-5', 'Kdo', 'b2-3', 'GalOAc', '1-1', '1-1']",1,2
168,"['Galf', 'b1-3', 'Man', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
169,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAcOS', 'b1-6', 'Fuc', 'a1-2', 'Gal', 'b1-3', 'GalNAc']",2,1
170,"['Gal', 'a1-3', 'D-Rha', 'a1-3', 'D-Rha', 'b1-4', 'Glc', 'b1-2', 'D-Rha', '1-1', '1-1']",1,1
171,"['GlcOMeA', 'a1-2', 'Xyl', 'b1-4', 'Xyl', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
172,"['Glc', 'a1-2', 'Glc', 'a1-4', 'RibOP-ol', '1-5', 'RibOP-ol', '1-1', '1-1', '1-1', '1-1']",1,1
173,"['Man', 'a1-3', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man']",2,2
