,Seqs,True,Preds
14,"['Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', 'Man', 'a1-2', 'Glc', 'a1-4', 'Gal']",2,1
15,"['Xyl', 'b1-4', 'GlcOMe', 'a1-2', 'Xyl', 'b1-4', 'Xyl', 'b1-4', 'Xyl', 'b1-4', 'Xyl']",2,2
16,"['Glc', 'b1-4', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc', 'b1-3', 'Glc', '1-1', '1-1']",2,2
17,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc']",2,2
18,"['Gal', 'a1-6', 'Glc', 'b1-3', 'GalOPEtnN', 'a1-4', 'LDManHep', 'a1-2', 'GalA', 'a1-3', 'GlcOPEtn']",1,1
19,"['Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-3', 'GlcNAc']",2,2
20,"['ManNAcOPEtn', 'b1-4', 'ManNAcOPEtn', 'b1-4', 'ManNAc', 'b1-4', 'Ribf', 'a1-3', 'ManNAcOPEtn', 'b1-4', 'ManN']",1,2
21,"['Rha', 'a1-3', 'D-Fuc', 'a1-2', 'Rha', 'a1-3', 'ManOAc', 'b1-4', 'Rha', '1-1', '1-1']",1,1
22,"['Glc', 'b1-2', 'XylOBz', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '1-1', '1-1', '1-1']",2,2
23,"['Kdo', 'a2-6', 'GlcN', 'a1-4', 'GlcN', 'a1-4', 'GalA', 'a1-3', 'GalA', 'b1-7', 'LDManHep']",1,1
24,"['Gal', 'b1-3', 'Gal', 'b1-6', 'Gal', 'b1-3', 'Gal', '1-1', '1-1', '1-1', '1-1']",2,2
25,"['GlcNAc', 'b1-3', 'GlcOP', 'a1-4', 'GlcOP', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
26,"['GlcNAc', 'b1-2', 'GlcOLac', 'a1-3', 'Rha', 'a1-2', 'D-Rha', 'b1-4', 'GlcNAc', '1-1', '1-1']",1,1
27,"['QuiNFo', 'a1-3', 'DDManHep', 'b1-3', 'Gal', 'b1-3', 'GlcNAc', 'a1-3', 'GlcNAc', 'b1-2', 'DDManHep']",1,1
28,"['Man', 'a1-2', 'ManOPEtn', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man']",2,2
29,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",2,2
30,"['Gal', 'b1-4', 'Rha', 'a1-3', 'Xyl', 'b1-3', 'Ara', '1-1', '1-1', '1-1', '1-1']",2,2
31,"['Gal', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-6', 'Man', 'a1-4', 'Rha', 'b1-3', 'Glc']",1,2
32,"['Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', 'GlcNAc', 'b1-2', 'Rha', 'a1-2', 'Rha']",1,1
33,"['D-6dAraHexOMe', 'b1-4', 'D-6dAraHexOMe', 'b1-4', 'DigOMe', 'b1-4', 'DigOMe', '1-1', '1-1', '1-1', '1-1']",2,2
34,"['Xyl', 'a1-6', 'Glc', 'b1-4', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Fuc']",2,2
35,"['Xyl', 'b1-2', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-3', 'GlcNAcN']",2,2
36,"['GlcNAc', 'b1-4', 'Fruf', 'b2-3', 'ManNAcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
37,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc']",2,2
38,"['Fuc', 'a1-2', 'Gal', 'a1-3', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
39,"['Xyl', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc']",2,2
40,"['Rha', 'a1-3', 'Rha', 'a1-6', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
41,"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-6', 'Man']",2,2
42,"['Glc', 'a1-4', 'Glc', 'a1-4', 'Glc', 'b1-2', 'Glc', '1-1', '1-1', '1-1', '1-1']",2,2
43,"['Fuc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1']",2,2
44,"['NeuNGc', 'a2-3', 'GalOP', 'a1-6', 'Glc', 'b1-3', 'D-FucNAc', 'b1-3', 'Glc', '1-1', '1-1']",1,1
45,"['GlcNAc', 'b1-3', 'DDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc', 'b1-4', 'LDManHep', 'a1-5', 'Ko']",1,1
46,"['Fuc', 'a1-2', 'GalNAc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal']",2,2
47,"['4eLegNAcNAc', 'a2-4', 'GlcNAcA', 'b1-3', 'GalNAc', 'b1-4', '4eLegNAcNAc', '1-1', '1-1', '1-1', '1-1']",1,2
48,"['Tyv', 'a1-3', 'Man', 'b1-4', 'Rha', 'a1-3', 'Gal', 'a1-6', 'Man', '1-1', '1-1']",1,1
49,"['Man', 'a1-2', 'Fuc', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man']",2,3
50,"['Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-6', 'GlcOAc', '1-1', '1-1']",2,2
51,"['GalOMe', 'a1-6', 'Gal', 'a1-6', 'Fuc', 'a1-2', 'Gal', 'a1-6', 'Gal', 'a1-6', 'Gal']",2,2
52,"['Glc', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-3', 'Man']",2,2
53,"['Gal', 'b1-4', 'Gal', 'a1-2', 'GlcA', 'a1-6', 'Gal', '1-1', '1-1', '1-1', '1-1']",1,1
54,"['Man', 'a1-2', 'Galf', 'b1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-4', 'GlcNOAep']",2,2
55,"['Gal', 'b1-4', 'Rha', 'a1-4', 'GlcA', 'b1-3', 'GalA', 'a1-2', 'Rha', 'a1-4', 'Gal']",2,2
56,"['Rha', 'a1-2', 'Rha', 'a1-4', 'GalNAc', 'b1-3', 'GlcNAc', '1-1', '1-1', '1-1', '1-1']",1,2
57,"['LDManHep', 'a1-2', 'LDManHepOPEtn', 'a1-3', 'LDManHep', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '1-1']",1,1
58,"['Gal', 'b1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man-ol', '1-1', '1-1', '1-1', '1-1']",1,2
59,"['GlcNAcOMeA', 'b1-4', 'GlcA', 'b1-4', 'XylOAc', 'b1-4', 'GlcOMeA', 'a1-2', 'RhaOMe', 'a1-4', 'Man']",1,2
60,"['GlcOMeA', 'a1-2', 'Xyl', 'b1-4', 'Xyl', 'b1-4', 'Xyl', 'b1-4', 'Xyl', '1-1', '1-1']",2,2
61,"['Glc', 'b1-2', 'GlcOAcOPam', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
62,"['D-Rha', 'a1-3', 'D-Rha', 'a1-2', 'D-Rha', 'a1-3', 'D-Rha', '1-1', '1-1', '1-1', '1-1']",1,1
63,"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Glc', 'b1-4', 'GlcNAc', '1-1', '1-1', '1-1', '1-1']",1,2
64,"['ManOAc', 'a1-2', 'Glc', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'GlcNAc', 'a1-6', 'ManOAc']",1,2
65,"['Man', 'b1-4', 'Man', 'b1-4', 'Man', 'b1-4', 'Man', 'b1-4', 'Man', '1-1', '1-1']",2,2
66,"['D-Rha', 'a1-3', 'D-Rha', 'a1-3', 'D-Rha', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
67,"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc']",2,2
68,"['Fuc', 'a1-4', 'Gal', 'b1-3', 'GlcNAc', 'b1-3', 'NeuNAc', 'a2-6', 'GalNAc', '1-1', '1-1']",2,2
69,"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,1
70,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'NeuNAc', 'a2-6', 'Gal']",2,2
71,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man']",2,2
72,"['Rha', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
73,"['Gal', 'b1-3', 'Glc', 'b1-3', 'Gal', 'a1-4', 'GlcA', 'a1-2', 'Man', 'a1-2', 'Man']",1,1
74,"['GlcNAc', 'a1-3', 'Rha', 'a1-3', 'Rha', 'a1-2', 'Glc', 'a1-3', 'GlcNAc', 'a1-3', 'Rha']",1,1
75,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man']",2,2
76,"['Rha', 'a1-3', 'GlcNAc', 'b1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', 'Rha', 'a1-2', 'Rha']",1,1
77,"['FrufOAc', 'b1-2', 'FrufOAc', 'a1-2', 'FrufOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
78,"['GalNAc', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GalNAc', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",2,2
79,"['GlcNAc', 'b1-3', 'GalNAc', 'a1-4', 'Glc', 'a1-4', 'IdoA', 'a1-3', 'GalNAc', 'b1-4', 'GalNAc']",1,1
80,"['GlcNAc', 'b1-3', 'GalNAc', 'a1-3', 'Gal', 'a1-3', 'Glc', 'a1-2', 'LDManHep', 'a1-3', 'Gal']",1,1
81,"['GlcNOPam', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'FucOMe', 'a1-6', 'GlcNAc', '1-1', '1-1']",1,1
82,"['Gal', 'b1-3', 'Fuc', 'a1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Xyl', 'b1-2', 'GlcNAc']",2,2
83,"['GalNAc', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'b1-4', 'Glc', 'b1-3', 'GalNAc', 'a1-4', 'GalNAc']",1,2
84,"['GlcOSA', 'b1-3', 'Gal', 'b1-4', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1']",2,1
85,"['Glc', 'a1-4', 'GlcNAc', 'b1-3', 'Gal', 'a1-3', 'Glc', 'a1-6', 'GlcNAc', 'a1-2', 'Rha']",1,1
86,"['Glc', 'b1-2', 'D-FucNBut', 'b1-6', 'GlcNAc', 'a1-4', 'Glc', 'b1-3', 'GalNAc', 'a1-3', 'GlcNAc']",1,2
87,"['Gal', 'b1-3', 'Fuc', 'a1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Xyl', 'b1-2', 'Gal']",2,2
88,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",2,2
89,"['Fuc', 'b1-2', 'Man', 'b1-3', 'Gal', 'a1-3', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1']",1,1
90,"['Rha', 'a1-2', 'Xyl', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
91,"['Xyl', 'b1-2', 'Rha', 'a1-2', 'Ara', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
92,"['Man', 'a1-3', 'Man', 'a1-3', 'Glc', 'b1-4', 'ManOP', 'a1-5', 'Kdo', 'a2-6', 'GlcOPN']",1,1
93,"['NeuNAc', 'a2-8', 'NeuNAc', 'a2-3', 'Gal', 'b1-3', 'LDManHep', 'a1-3', 'Glc', 'a1-4', 'LDManHep']",1,1
94,"['Glc', 'b1-3', 'Glc', 'b1-3', 'Glc', 'b1-4', 'Glc', 'b1-3', 'Glc', 'b1-3', 'Glc']",2,2
95,"['Gal', 'b1-4', 'Man', 'b1-4', 'Gal', 'a1-3', 'GlcNAc', 'b1-2', 'Gal', '1-1', '1-1']",1,1
96,"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Fuc', 'a1-2', 'Gal', 'b1-3', 'GalNAc']",2,2
97,"['GlcA', 'b1-3', 'Gal', 'a1-3', 'Man', 'a1-3', 'Gal', '1-1', '1-1', '1-1', '1-1']",1,1
98,"['Gal', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
99,"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man']",2,2
100,"['Glc', 'b1-3', 'Fuc', 'a1-2', 'Ara', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,1
101,"['Rha', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Gal']",1,1
102,"['Gal', 'a1-6', 'Xyl', 'b1-3', 'Man', 'a1-3', 'Xyl', 'b1-2', 'Man', 'a1-4', 'Xyl']",2,2
103,"['GalN', 'a1-3', 'GalN', 'b1-6', 'Glc', 'a1-5', 'Kdo', 'a2-8', 'Glc', 'b1-6', 'Glc']",1,1
104,"['Fuc', 'a1-2', 'Gal', 'b1-4', 'Fuc', 'a1-3', 'GlcNAc', 'b1-3', 'Fuc', 'a1-2', 'Gal']",2,2
105,"['NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
106,"['LDManHep', 'a1-4', 'Kdo', 'a2-6', 'GlcN', 'a1-4', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep']",1,1
107,"['Glc', 'b1-3', 'D-FucNAc', 'a1-4', 'GalNAcOPCho', 'a1-3', 'GalNAcOPCho', 'b1-5', 'GalNAc', 'a1-3', 'RibOP-ol']",1,1
108,"['Xyl', 'b1-4', 'Rha', 'a1-2', 'Rha', 'a1-3', 'Qui', '1-1', '1-1', '1-1', '1-1']",2,1
109,"['GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man']",2,2
110,"['Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', '1-1', '1-1']",2,2
111,"['GalA', 'a1-2', 'Rha', 'b1-4', 'GalA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
112,"['Fuc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'GalNAc']",2,2
113,"['Glc', 'b1-3', 'Gal', 'a1-3', 'Man', 'a1-3', 'Gal', '1-1', '1-1', '1-1', '1-1']",1,1
114,"['ArafOCoum', 'a1-3', 'Xyl', 'b1-4', 'Xyl', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
115,"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'NeuNAc', 'a2-3', 'Gal']",2,2
116,"['Gal', 'a1-6', 'GlcNAcOAc', 'b1-2', 'RibOP-ol', '1-4', 'GlcNAcOAc', '1-1', '1-1', '1-1', '1-1']",1,1
117,"['Rha', 'a1-2', 'Glc', 'b1-2', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
118,"['Gal', 'a1-3', 'Glc', 'a1-2', 'Fruf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
119,"['GlcNCmOCm', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'FucOAcOMe', 'a1-6', 'GlcNAc']",1,1
120,"['Glc', 'b1-3', 'Glc', 'a1-4', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",1,1
121,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-3', 'Man']",3,3
122,"['ManA', 'b1-4', 'ManOAcA', 'b1-4', 'ManOAcA', 'b1-4', 'L-GulA', 'b1-4', 'ManOAcA', 'b1-4', 'ManA']",1,2
123,"['Xyl', 'b1-2', 'Glc', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '1-1', '1-1', '1-1']",2,2
124,"['Glc', 'b1-3', 'Glc', 'a1-4', 'GalNAc', 'b1-5', 'RibOP-ol', '1-6', 'Glc', '1-1', '1-1']",1,1
125,"['GalOP', 'b1-3', 'Galf', 'b1-3', 'Glc', 'a1-2', 'Galf', 'b1-6', 'Glc', '1-1', '1-1']",1,1
126,"['Gal', 'b1-4', 'Rha', 'a1-3', 'ManOAc', 'b1-3', 'Man', 'b1-4', 'GlcA', 'b1-3', 'GlcNAc']",1,2
127,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",2,2
128,"['Glc', 'b1-6', 'GalNAc', 'a1-6', 'Gal', 'a1-4', 'Glc', 'b1-3', 'GalNAc', 'a1-3', 'D-6dXylHexNAc4Ulo']",1,2
129,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-3', 'Fuc']",2,2
130,"['HexNAc', 'b1-4', 'Fuc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal']",3,2
131,"['Glc', 'a1-4', 'Glc', 'a1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
132,"['Araf', 'a1-3', 'Xyl', 'b1-4', 'Xyl', 'b1-4', 'Araf', 'a1-2', 'Araf', 'a1-3', 'Xyl']",2,2
133,"['Rha', 'a1-2', 'Glc', 'b1-3', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
134,"['Rha', 'a1-2', 'Ara', 'a1-2', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
135,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",2,2
136,"['Glc', 'b1-2', 'Glc', 'b1-6', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
137,"['GlcA', 'b1-6', 'Glc', 'a1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcA']",1,1
138,"['Glc', 'b1-3', 'Gal', 'b1-2', 'D-Rha', 'a1-4', 'Gal', 'a1-2', 'GlcA', 'a1-3', 'Gal']",1,1
139,"['GlcNAc', 'a1-3', 'QuiNAc', 'a1-3', 'GlcNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
140,"['GalNAc', 'b1-3', 'Galf', 'b1-4', 'GalNAc', 'b1-3', 'Gal', 'a1-3', 'GalNAc', 'b1-3', 'GalNAc']",1,1
141,"['Xyl', 'b1-2', 'Glc', 'b1-2', 'Glc', 'b1-4', 'Glc', 'b1-2', 'Ara', '1-1', '1-1']",2,2
142,"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-6', 'GlcNAc']",1,1
143,"['Fuc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man']",3,2
144,"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc']",2,2
145,"['Rha', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
146,"['Rha', 'a1-3', 'RhaOAc', 'a1-3', 'RhaOAc', 'a1-4', 'Rha', '1-1', '1-1', '1-1', '1-1']",2,1
147,"['Galf', 'b1-5', 'Galf', 'b1-5', 'Galf', 'b1-6', 'Galf', '1-1', '1-1', '1-1', '1-1']",2,2
148,"['Galf', 'b1-3', 'Man', 'a1-2', 'Galf', 'b1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",2,2
149,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",2,2
150,"['GlcNAc', 'b1-6', 'Glc', 'a1-2', 'Glc', 'a1-3', 'Gal', 'a1-6', 'Glc', 'a1-3', 'LDManHep']",1,1
151,"['RhaOMe', 'a1-4', 'RibOP-ol', '1-5', 'RibOP-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,1
152,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man']",2,2
153,"['Abe', 'a1-3', 'Man', 'a1-4', 'Rha', 'a1-3', 'Glc', 'a1-6', 'Gal', 'b1-2', 'Man']",1,1
154,"['Fruf', 'b1-2', 'Fruf', 'b1-2', 'Fruf', 'b2-6', 'Glc', '1-1', '1-1', '1-1', '1-1']",2,2
155,"['Man', 'a1-3', 'Xyl', 'a1-4', 'Xyl', 'b1-4', 'Man', 'a1-3', 'Man', 'a1-3', 'Xyl']",2,2
156,"['Gal', 'b1-2', 'LDManHepOP', 'a1-2', 'Gal', 'a1-4', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",1,1
157,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Glc']",2,2
158,"['Man', 'a1-2', 'Man', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1,2
159,"['Rha', 'a1-3', 'Glc', 'b1-4', 'Rha', 'a1-3', 'Glc', 'a1-2', 'GlcOP', 'a1-4', 'Rha']",1,1
160,"['Xyl', 'a1-6', 'Glc', 'b1-4', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Gal', 'b1-2', 'Xyl']",2,2
161,"['Gal', 'b1-4', 'Xyl', 'b1-4', 'D-Apif', 'b1-3', 'Rha', 'a1-2', 'D-FucOMeOCoum', '1-1', '1-1']",2,2
162,"['GlcNAc', 'a1-2', 'Glc', 'a1-2', 'Glc', 'a1-2', 'Gal', 'a1-6', 'Glc', 'a1-3', 'LDManHep']",1,1
163,"['Rha', 'a1-2', 'Glc', 'a1-3', 'GlcNAc', 'a1-3', 'Rha', 'a1-3', 'Rha', 'a1-2', 'Glc']",1,1
164,"['Fuc', 'a1-2', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
165,"['Ara', 'a1-2', 'Xyl', 'b1-4', 'Xyl', 'b1-4', 'Gal', 'b1-2', 'Xyl', 'b1-4', 'Xyl']",2,2
166,"['Glc', 'b1-2', 'Ara', 'a1-3', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
167,"['GlcNOVac', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'FucOMe', 'a1-6', 'GlcNAc']",1,1
168,"['Xyl', 'b1-4', 'Rha', 'a1-6', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
169,"['Fruf', 'b1-2', 'Fruf', 'b1-2', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2,2
170,"['Gal', 'a1-3', 'GalNAc', 'a1-3', 'Fuc', 'a1-2', 'Gal', 'b1-3', 'NeuNAc', 'a2-6', 'GalNAc']",2,2
171,"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",2,2
172,"['GlcNAc', 'a1-2', 'Glc', 'b1-4', 'Glc', 'b1-3', 'Glc', 'b1-6', 'Glc', 'a1-5', 'Kdo']",1,1
173,"['Glc', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-3', 'Man']",2,2
174,"['Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-3', 'Man', 'a1-6', 'Man']",2,2
